Identifiant station,Nom station,Station en fonctionnement,CapacitÃ© de la station,Nombre bornettes libres,Nombre total vÃ©los disponibles,VÃ©los mÃ©caniques disponibles,VÃ©los Ã©lectriques disponibles,Borne de paiement disponible,Retour vÃ©lib possible,Actualisation de la donnÃ©e,CoordonnÃ©es gÃ©ographiques,Nom communes Ã©quipÃ©es,Code INSEE communes Ã©quipÃ©es,station_velib_plus,geometry,Latitude,Longitude,arrondissement,quartier
8052,Balzac - Champs ElysÃ©es,OUI,30,12,15,3,12,OUI,OUI,2023-06-05T08:28:38+02:00,"48.872699639621, 2.3001953959465",Paris,,FALSE,,48.872699639621,2.3001953959465,8ème Ardt,Faubourg-du-Roule
26012,Jardin ModÃ¨le - Pierre Boudou,OUI,18,9,8,6,2,OUI,OUI,2023-06-05T08:29:40+02:00,"48.914866710946, 2.3057010525935",AsniÃ¨res-sur-Seine,,FALSE,,48.914866710946,2.3057010525935,Banlieue,Banlieue
23041,GÃ©nÃ©ral Leclerc - BiÃ¨vre,OUI,25,7,17,14,3,OUI,OUI,2023-06-05T08:30:24+02:00,"48.782414428747316, 2.3166695237159733",Bourg-la-Reine,,FALSE,,48.782414428747316,2.3166695237159733,Banlieue,Banlieue
13049,Vincent Auriol - Louise Weiss,OUI,22,1,20,14,6,OUI,OUI,2023-06-05T08:30:55+02:00,"48.834001935501, 2.3703888058662",Paris,,FALSE,,48.834001935501,2.3703888058662,13ème Ardt,Gare
15069,FÃ©lix Faure - Convention,OUI,44,28,14,14,0,OUI,OUI,2023-06-05T08:30:04+02:00,"48.841249336041045, 2.288386600849503",Paris,,FALSE,,48.841249336041045,2.288386600849503,15ème Ardt,Javel
2022,Saint-Fiacre - PoissoniÃ¨re,OUI,35,11,22,12,10,OUI,OUI,2023-06-05T08:30:42+02:00,"48.870828911558, 2.3459213599563",Paris,,FALSE,,48.870828911558,2.3459213599563,2ème Ardt,Mail
13116,Place du Docteur Yersin,OUI,50,30,20,20,0,OUI,OUI,2023-06-05T08:25:23+02:00,"48.82010494991975, 2.3725583776831627",Paris,,FALSE,,48.82010494991975,2.3725583776831627,13ème Ardt,Gare
18043,Clichy - Place Blanche,OUI,20,17,1,0,1,OUI,OUI,2023-06-05T08:27:22+02:00,"48.883601088297, 2.3332237824798",Paris,,TRUE,,48.883601088297,2.3332237824798,9ème Ardt,Saint-Georges
11111,LÃ©on Frot - Charonne,OUI,19,14,1,0,1,OUI,OUI,2023-06-05T08:30:23+02:00,"48.854963800335234, 2.387217085372007",Paris,,FALSE,,48.854963800335234,2.387217085372007,11ème Ardt,Sainte-Marguerite
5027,Gobelins - Port-Royal,OUI,40,12,27,25,2,OUI,OUI,2023-06-05T08:26:13+02:00,"48.837135900263, 2.3515201359987",Paris,,FALSE,,48.837135900263,2.3515201359987,5ème Ardt,Jardin-des-Plantes
15012,Cambronne - Mademoiselle,OUI,67,63,3,3,0,OUI,OUI,2023-06-05T08:30:49+02:00,"48.843277330035214, 2.30230766886348",Paris,,FALSE,,48.843277330035214,2.30230766886348,15ème Ardt,Necker
24101,Place Charles de Gaulle,OUI,24,23,1,0,1,OUI,OUI,2023-06-05T08:26:05+02:00,"48.826073335699, 2.1894485725692",Ville-d'Avray,,FALSE,,48.826073335699,2.1894485725692,Banlieue,Banlieue
18016,Francoeur - Caulaincourt,OUI,34,32,1,0,1,OUI,OUI,2023-06-05T08:28:22+02:00,"48.8899944409612, 2.342529706656933",Paris,,FALSE,,48.8899944409612,2.342529706656933,18ème Ardt,Clignancourt
34011,Clef des Champs - Albert Dhalenne,OUI,28,16,11,8,3,OUI,OUI,2023-06-05T08:30:57+02:00,"48.914938, 2.330665",Saint-Ouen-sur-Seine,,FALSE,,48.914938,2.330665,Banlieue,Banlieue
21022,DÃ´me - RÃ©publique,OUI,25,8,14,10,4,OUI,OUI,2023-06-05T08:30:19+02:00,"48.832681, 2.250257",Boulogne-Billancourt,,FALSE,,48.832681,2.250257,Banlieue,Banlieue
21329,Gare - Aristide Briand,OUI,29,12,15,13,2,OUI,OUI,2023-06-05T08:25:34+02:00,"48.821410564722, 2.2555950104387",Issy-les-Moulineaux,,FALSE,,48.821410564722,2.2555950104387,Banlieue,Banlieue
9025,Taitbout - ChÃ¢teaudun,OUI,39,23,14,10,4,OUI,OUI,2023-06-05T08:28:59+02:00,"48.876383969379, 2.335356677933531",Paris,,FALSE,,48.876383969379,2.335356677933531,9ème Ardt,Chaussée-d'Antin
1003,Saint-Denis - Rivoli,OUI,43,27,13,9,4,OUI,OUI,2023-06-05T08:30:14+02:00,"48.859059340842, 2.3476943001151",Paris,,FALSE,,48.859059340842,2.3476943001151,1er Ardt,Halles
18010,Riquet - Marx Dormoy,OUI,29,25,2,1,1,OUI,OUI,2023-06-05T08:30:32+02:00,"48.89021003702031, 2.3601756244897842",Paris,,FALSE,,48.89021003702031,2.3601756244897842,18ème Ardt,La Chapelle
19121,Belleville -  PrÃ© Saint-Gervais,OUI,21,19,1,0,1,OUI,OUI,2023-06-05T08:30:22+02:00,"48.875565910073, 2.3930460959673",Paris,,FALSE,,48.875565910073,2.3930460959673,19ème Ardt,Amérique
15041,Franquet - Labrouste,OUI,37,35,1,0,1,OUI,OUI,2023-06-05T08:30:17+02:00,"48.83287705011431, 2.306762784719467",Paris,,FALSE,,48.83287705011431,2.306762784719467,15ème Ardt,Saint-Lambert
33019,Madeleine Vionnet,OUI,34,2,58,22,36,OUI,OUI,2023-06-05T08:30:40+02:00,"48.902519074064, 2.3740895837545",Aubervilliers,,TRUE,,48.902519074064,2.3740895837545,Banlieue,Banlieue
11022,Roquette - Auguste Laurent,OUI,16,11,3,3,0,OUI,OUI,2023-06-05T08:30:39+02:00,"48.858001906023354, 2.381797702650783",Paris,,FALSE,,48.858001906023354,2.381797702650783,11ème Ardt,Roquette
25007,Bons Raisins - Voltaire,OUI,24,22,2,1,1,OUI,OUI,2023-06-05T08:30:55+02:00,"48.87282451461399, 2.1947155570850896",Rueil-Malmaison,,FALSE,,48.87282451461399,2.1947155570850896,Banlieue,Banlieue
41103,Place de la vache noire,OUI,25,21,3,2,1,OUI,OUI,2023-06-05T08:30:06+02:00,"48.81040517059777, 2.327060401439667",Arcueil,,FALSE,,48.81040517059777,2.327060401439667,Banlieue,Banlieue
19114,Manin - SecrÃ©tan,OUI,20,19,1,1,0,OUI,OUI,2023-06-05T08:30:41+02:00,"48.8791665, 2.3787959",Paris,,FALSE,,48.8791665,2.3787959,19ème Ardt,Combat
41602,Place Charles Digeon,OUI,32,25,4,0,4,OUI,OUI,2023-06-05T08:30:08+02:00,"48.84354203133597, 2.418427169322968",Saint-MandÃ©,,FALSE,,48.84354203133597,2.418427169322968,Banlieue,Banlieue
13024,Bobillot - Tolbiac,OUI,33,29,2,2,0,OUI,OUI,2023-06-05T08:28:42+02:00,"48.8255961335041, 2.350204177200794",Paris,,FALSE,,48.8255961335041,2.350204177200794,13ème Ardt,Maison-Blanche
13028,GouthiÃ¨re - Poterne des Peupliers,OUI,33,5,26,23,3,OUI,OUI,2023-06-05T08:30:40+02:00,"48.820507, 2.351342",Paris,,FALSE,,48.820507,2.351342,13ème Ardt,Maison-Blanche
13015,Chevaleret - Louise Weiss,OUI,35,7,27,24,3,OUI,OUI,2023-06-05T08:30:58+02:00,"48.83258651335057, 2.371211388119954",Paris,,FALSE,,48.83258651335057,2.371211388119954,13ème Ardt,Gare
15058,Place du Moulin de Javel,OUI,45,0,64,50,14,OUI,OUI,2023-06-05T08:30:39+02:00,"48.84021670922, 2.2716060653329",Paris,,TRUE,,48.84021670922,2.2716060653329,15ème Ardt,Javel
8018,Saint-Augustin,OUI,31,0,31,21,10,OUI,OUI,2023-06-05T08:28:06+02:00,"48.8762009747008, 2.319786250591278",Paris,,FALSE,,48.8762009747008,2.319786250591278,8ème Ardt,Europe
11014,Place de la Nation - Taillebourg,OUI,47,46,0,0,0,NON,NON,2023-05-03T19:41:57+02:00,"48.8488408, 2.3973043",Paris,,FALSE,,48.8488408,2.3973043,11ème Ardt,Sainte-Marguerite
13006,DumÃ©ril - Jeanne d'Arc,OUI,40,18,18,14,4,OUI,OUI,2023-06-05T08:30:32+02:00,"48.83815160808658, 2.357108449556404",Paris,,FALSE,,48.83815160808658,2.357108449556404,13ème Ardt,Salpêtrière
42303,Place Eustache Deschamps,OUI,20,10,10,7,3,OUI,OUI,2023-06-05T08:30:40+02:00,"48.793855, 2.336637",Cachan,,FALSE,,48.793855,2.336637,Banlieue,Banlieue
12119,Dom-PÃ©rignon - Gravelle,OUI,50,7,43,42,1,OUI,OUI,2023-06-05T08:29:22+02:00,"48.82548157443457, 2.4098803102970128",Paris,,FALSE,,48.82548157443457,2.4098803102970128,12ème Ardt,Picpus
48002,LCL Campus - Place Oscar Niemeyer,OUI,37,31,5,3,2,OUI,OUI,2023-06-05T08:30:26+02:00,"48.805342480621576, 2.363983690738678",Villejuif,,FALSE,,48.805342480621576,2.363983690738678,Banlieue,Banlieue
48006,Maxime Gorki - Paul Vaillant-Couturier,OUI,20,19,1,0,1,OUI,OUI,2023-06-05T08:30:10+02:00,"48.79673508795443, 2.3683342337608337",Villejuif,,FALSE,,48.79673508795443,2.3683342337608337,Banlieue,Banlieue
30003,Moscou - Edouard Vaillant,OUI,30,3,25,19,6,OUI,OUI,2023-06-05T08:30:45+02:00,"48.90755810177, 2.4689837335263",Bobigny,,FALSE,,48.90755810177,2.4689837335263,Banlieue,Banlieue
19117,Euryale Dehaynin - Loire,OUI,30,29,1,0,1,OUI,OUI,2023-06-05T08:26:32+02:00,"48.886248917304805, 2.3774591088294987",Paris,,FALSE,,48.886248917304805,2.3774591088294987,19ème Ardt,Villette
19119,Edouard Pailleron - Bouret,OUI,27,26,1,1,0,OUI,OUI,2023-06-05T08:30:46+02:00,"48.880597694070524, 2.3769494891166687",Paris,,FALSE,,48.880597694070524,2.3769494891166687,19ème Ardt,Combat
34010,HÃ´tel de Ville de Saint-Ouen,OUI,48,29,18,15,3,OUI,OUI,2023-06-05T08:30:09+02:00,"48.911380185786, 2.3340076807601",Saint-Ouen-sur-Seine,,FALSE,,48.911380185786,2.3340076807601,Banlieue,Banlieue
13120,Pierre Joseph Desault,OUI,19,13,6,6,0,OUI,OUI,2023-06-05T08:25:37+02:00,"48.82110230800372, 2.378775402903557",Paris,,FALSE,,48.82110230800372,2.378775402903557,13ème Ardt,Gare
15053,Lecourbe - Convention,OUI,46,35,9,8,1,OUI,OUI,2023-06-05T08:30:41+02:00,"48.83923319241899, 2.2915197908878326",Paris,,FALSE,,48.83923319241899,2.2915197908878326,15ème Ardt,Saint-Lambert
12008,Hector Malot - Daumesnil,OUI,54,36,17,14,3,OUI,OUI,2023-06-05T08:29:32+02:00,"48.84693552991762, 2.3770876228809357",Paris,,FALSE,,48.84693552991762,2.3770876228809357,12ème Ardt,Quinze-Vingts
15024,Suffren - La Motte-Piquet,OUI,23,4,19,16,3,OUI,OUI,2023-06-05T08:30:57+02:00,"48.85088123091874, 2.301219999790192",Paris,,FALSE,,48.85088123091874,2.301219999790192,15ème Ardt,Grenelle
12102,Bercy - TraversiÃ©re,OUI,30,7,22,18,4,OUI,OUI,2023-06-05T08:30:01+02:00,"48.846192642574, 2.3703800886869",Paris,,FALSE,,48.846192642574,2.3703800886869,12ème Ardt,Quinze-Vingts
20003,PyrÃ©nÃ©es - Cours de Vincennes,OUI,21,19,2,1,1,OUI,OUI,2023-06-05T08:30:30+02:00,"48.847796779935, 2.4061721563339",Paris,,FALSE,,48.847796779935,2.4061721563339,20ème Ardt,Charonne
24005,Edith Cavell - Volta,OUI,33,30,1,0,1,OUI,OUI,2023-06-05T08:28:19+02:00,"48.901616564286975, 2.269354350864887",Courbevoie,,FALSE,,48.901616564286975,2.269354350864887,Banlieue,Banlieue
10003,Hauteville - Bonne Nouvelle,OUI,17,13,3,2,1,OUI,OUI,2023-06-05T08:29:43+02:00,"48.87077436024, 2.3496496368327",Paris,,FALSE,,48.87077436024,2.3496496368327,10ème Ardt,Porte-Saint-Denis
20110,Gambetta - Tourelles,OUI,20,0,0,0,0,NON,NON,2023-04-05T11:51:12+02:00,"48.875337902264, 2.4059921130538",Paris,,FALSE,,48.875337902264,2.4059921130538,20ème Ardt,Saint-Fargeau
14004,Port Royal - HÃ´pital Cochin,OUI,23,15,8,5,3,OUI,OUI,2023-06-05T08:30:18+02:00,"48.838373233813, 2.3407178744674",Paris,,FALSE,,48.838373233813,2.3407178744674,14ème Ardt,Montparnasse
20032,Square des Amandiers,OUI,12,11,0,0,0,OUI,OUI,2023-06-05T08:29:41+02:00,"48.86615630668046, 2.3891324177384377",Paris,,FALSE,,48.86615630668046,2.3891324177384377,20ème Ardt,Père-Lachaise
14027,Gergovie - AlÃ©sia,OUI,36,36,0,0,0,OUI,OUI,2023-06-05T08:30:47+02:00,"48.83088717455243, 2.318882101207347",Paris,,FALSE,,48.83088717455243,2.318882101207347,14ème Ardt,Plaisance
16025,Jean de la Fontaine - Boulainvilliers,OUI,68,34,33,31,2,OUI,OUI,2023-06-05T08:30:56+02:00,"48.85264791461651, 2.2758664190769196",Paris,,FALSE,,48.85264791461651,2.2758664190769196,16ème Ardt,Auteuil
41605,GÃ©nÃ©ral De Gaulle - Vivien,OUI,22,14,4,2,2,OUI,OUI,2023-06-05T08:30:00+02:00,"48.83607420090204, 2.4189166724681854",Saint-MandÃ©,,FALSE,,48.83607420090204,2.4189166724681854,Banlieue,Banlieue
13036,Olympiades,OUI,36,22,14,11,3,OUI,OUI,2023-06-05T08:30:47+02:00,"48.826764665199, 2.3650860786438",Paris,,FALSE,,48.826764665199,2.3650860786438,13ème Ardt,Gare
20012,Buzenval - Vignoles,OUI,17,14,3,0,3,OUI,OUI,2023-06-05T08:30:17+02:00,"48.85385817168762, 2.400004081428051",Paris,,FALSE,,48.85385817168762,2.400004081428051,20ème Ardt,Charonne
6025,Assas - Rennes,OUI,32,27,3,2,1,OUI,OUI,2023-06-05T08:28:49+02:00,"48.8492084999386, 2.32851454623001",Paris,,FALSE,,48.8492084999386,2.32851454623001,6ème Ardt,Notre-Dame-des-Champs
35013,Guillaume Tell - Parc Henri Barbusse,OUI,20,19,0,0,0,OUI,OUI,2023-06-05T08:21:08+02:00,"48.88958925894009, 2.4198862910270695",Pantin,,FALSE,,48.88958925894009,2.4198862910270695,Banlieue,Banlieue
14009,Tombe Issoire - RenÃ© Coty,OUI,36,31,3,1,2,OUI,OUI,2023-06-05T08:30:58+02:00,"48.83051287670899, 2.3343613743782043",Paris,,FALSE,,48.83051287670899,2.3343613743782043,14ème Ardt,Parc-de-Montsouris
20020,PyrÃ©nÃ©es - Charles Renouvier,OUI,29,27,1,0,1,OUI,OUI,2023-06-05T08:26:54+02:00,"48.86095933229224, 2.400421852042113",Paris,,FALSE,,48.86095933229224,2.400421852042113,20ème Ardt,Père-Lachaise
18021,Marcadet - Ramey,OUI,21,20,1,1,0,OUI,OUI,2023-06-05T08:29:34+02:00,"48.890875, 2.3449019",Paris,,FALSE,,48.890875,2.3449019,18ème Ardt,Clignancourt
43007,HÃ´tel de Ville de Vincennes,OUI,27,19,5,3,2,OUI,OUI,2023-06-05T08:26:21+02:00,"48.84827609706963, 2.4398955702781677",Vincennes,,FALSE,,48.84827609706963,2.4398955702781677,Banlieue,Banlieue
25004,Marcel Pourtout - Ã‰douard Manet,OUI,24,17,5,2,3,OUI,OUI,2023-06-05T08:30:24+02:00,"48.87555620763429, 2.1655967831611638",Rueil-Malmaison,,FALSE,,48.87555620763429,2.1655967831611638,Banlieue,Banlieue
22701,Hispano Suiza - Parc des BruyÃ¨res,OUI,30,11,19,14,5,OUI,OUI,2023-06-05T08:30:30+02:00,"48.915885074177, 2.2682306702811",Bois-Colombes,,FALSE,,48.915885074177,2.2682306702811,Banlieue,Banlieue
14005,RenÃ© Coty - Place Denfert-Rochereau,OUI,36,32,4,3,1,OUI,OUI,2023-06-05T08:30:43+02:00,"48.833056477316, 2.3329411447048",Paris,,FALSE,,48.833056477316,2.3329411447048,14ème Ardt,Petit-Montrouge
15050,Dominique Pado - Croix Nivert,OUI,22,16,5,4,1,OUI,OUI,2023-06-05T08:30:51+02:00,"48.83648798164934, 2.2897250577807426",Paris,,FALSE,,48.83648798164934,2.2897250577807426,15ème Ardt,Saint-Lambert
21023,Ancienne Mairie - AndrÃ© Morizet,OUI,25,13,11,7,4,OUI,OUI,2023-06-05T08:29:54+02:00,"48.838311, 2.234077",Boulogne-Billancourt,,FALSE,,48.838311,2.234077,Banlieue,Banlieue
14035,Maine - Jean Zay,OUI,50,37,12,7,5,OUI,OUI,2023-06-05T08:30:27+02:00,"48.837925263898, 2.3225428909063",Paris,,FALSE,,48.837925263898,2.3225428909063,14ème Ardt,Plaisance
30004,Jean JaurÃ¨s - Place de la LibÃ©ration,OUI,30,20,10,4,6,OUI,OUI,2023-06-05T08:29:07+02:00,"48.904475746017, 2.4395552864938",Bobigny,,FALSE,,48.904475746017,2.4395552864938,Banlieue,Banlieue
17117,Pereire - Saussure,OUI,32,29,2,0,2,OUI,OUI,2023-06-05T08:30:39+02:00,"48.888229075478, 2.3101296275854",Paris,,FALSE,,48.888229075478,2.3101296275854,17ème Ardt,Batignolles
8046,Marceau - PrÃ©sident Wilson,OUI,32,8,22,13,9,OUI,OUI,2023-06-05T08:24:18+02:00,"48.8652359, 2.3002513",Paris,,FALSE,,48.8652359,2.3002513,8ème Ardt,Champs-Elysées
16017,Siam - La Pompe,OUI,16,15,1,1,0,OUI,OUI,2023-06-05T08:29:56+02:00,"48.861720329027264, 2.275346568555312",Paris,,FALSE,,48.861720329027264,2.275346568555312,16ème Ardt,Muette
7010,Constantine - UniversitÃ©,OUI,65,23,39,33,6,OUI,OUI,2023-06-05T08:29:52+02:00,"48.860680473738334, 2.314848195584221",Paris,,FALSE,,48.860680473738334,2.314848195584221,7ème Ardt,Invalides
16116,George Sand - Jean de La Fontaine,OUI,29,15,12,11,1,OUI,OUI,2023-06-05T08:30:26+02:00,"48.84986918764119, 2.268257387525699",Paris,,FALSE,,48.84986918764119,2.268257387525699,16ème Ardt,Auteuil
31701,Mairie de Bagnolet,OUI,28,8,2,0,2,OUI,OUI,2023-06-05T08:29:15+02:00,"48.868421318555, 2.4179587885737",Bagnolet,,FALSE,,48.868421318555,2.4179587885737,Banlieue,Banlieue
20013,Alexandre Dumas - Place de la RÃ©union,OUI,45,43,1,1,0,OUI,OUI,2023-06-05T08:26:55+02:00,"48.85533710742046, 2.3997703687646292",Paris,,FALSE,,48.85533710742046,2.3997703687646292,20ème Ardt,Charonne
19102,Rampal - Belleville,OUI,17,15,2,1,1,OUI,OUI,2023-06-05T08:29:47+02:00,"48.87302160156, 2.3799109831452",Paris,,FALSE,,48.87302160156,2.3799109831452,19ème Ardt,Combat
7023,Bourdonnais - Tour Eiffel,OUI,60,12,45,40,5,OUI,OUI,2023-06-05T08:30:47+02:00,"48.860897797941, 2.295599598447",Paris,,FALSE,,48.860897797941,2.295599598447,7ème Ardt,Gros-Caillou
17006,Guy MÃ´quet - Compoint,OUI,36,35,1,0,1,OUI,OUI,2023-06-05T08:28:41+02:00,"48.89213559044868, 2.32321947813034",Paris,,FALSE,,48.89213559044868,2.32321947813034,17ème Ardt,Epinettes
15045,Porte de la Plaine,OUI,35,33,1,0,1,OUI,OUI,2023-06-05T08:27:05+02:00,"48.82805169605981, 2.2924277186393742",Paris,,FALSE,,48.82805169605981,2.2924277186393742,15ème Ardt,Saint-Lambert
20005,Reynaldo Hahn - Lagny,OUI,19,12,5,4,1,OUI,OUI,2023-06-05T08:27:22+02:00,"48.849266043601794, 2.412330328844772",Paris,,FALSE,,48.849266043601794,2.412330328844772,20ème Ardt,Charonne
12022,Sahel - GÃ©nÃ©ral Michel Bizot,OUI,33,24,6,3,3,OUI,OUI,2023-06-05T08:30:35+02:00,"48.840872964793355, 2.4044444784522057",Paris,,FALSE,,48.840872964793355,2.4044444784522057,12ème Ardt,Bel-Air
11016,Philippe-Auguste,OUI,48,39,9,4,5,OUI,OUI,2023-06-05T08:30:54+02:00,"48.851853488265, 2.3932945355773",Paris,,FALSE,,48.851853488265,2.3932945355773,11ème Ardt,Sainte-Marguerite
15027,Duhamel - AndrÃ© Gide,OUI,20,20,0,0,0,OUI,OUI,2023-06-05T08:30:54+02:00,"48.8365662244334, 2.312707121097412",Paris,,FALSE,,48.8365662244334,2.312707121097412,15ème Ardt,Necker
12122,Bois de Vincennes - Polygone,OUI,51,47,3,1,2,OUI,OUI,2023-06-05T08:22:41+02:00,"48.83544491617421, 2.431421081436563",Paris,,FALSE,,48.83544491617421,2.431421081436563,12ème Ardt,Picpus
31105,Lavoisier - Missak Manouchian,OUI,18,10,7,5,2,OUI,OUI,2023-06-05T08:29:20+02:00,"48.86286468896063, 2.495676465332508",Rosny-sous-Bois,,FALSE,,48.86286468896063,2.495676465332508,Banlieue,Banlieue
15120,Colonel Pierre Avia,OUI,29,2,25,25,0,OUI,OUI,2023-06-05T08:29:34+02:00,"48.8296843300915, 2.275342586850291",Paris,,FALSE,,48.8296843300915,2.275342586850291,15ème Ardt,Javel
20014,Charonne - Alexandre Dumas,OUI,35,33,1,0,1,OUI,OUI,2023-06-05T08:30:48+02:00,"48.85607741505607, 2.394869327545166",Paris,,FALSE,,48.85607741505607,2.394869327545166,20ème Ardt,Charonne
21205,Arthur Auger - Jean JaurÃ¨s,OUI,26,18,8,7,1,OUI,OUI,2023-06-05T08:30:36+02:00,"48.813736445585235, 2.3069277405738835",Montrouge,,FALSE,,48.813736445585235,2.3069277405738835,Banlieue,Banlieue
5033,Saint-SÃ©verin - Saint-Michel,OUI,30,18,10,7,3,OUI,OUI,2023-06-05T08:23:54+02:00,"48.852731305488, 2.3440927639604",Paris,,FALSE,,48.852731305488,2.3440927639604,5ème Ardt,Sorbonne
16023,Passy - Place du Costa Rica,OUI,33,31,1,1,0,OUI,OUI,2023-06-05T08:29:26+02:00,"48.8584893, 2.2839655",Paris,,FALSE,,48.8584893,2.2839655,16ème Ardt,Muette
42205,Place Aristide Briand,OUI,35,28,6,5,1,OUI,OUI,2023-06-05T08:29:45+02:00,"48.82189236575831, 2.413003742694855",Charenton-le-Pont,,FALSE,,48.82189236575831,2.413003742694855,Banlieue,Banlieue
24007,Jean-Baptiste Charcot - Sainte-GeneviÃ¨ve,OUI,21,7,14,11,3,OUI,OUI,2023-06-05T08:29:44+02:00,"48.90310883721567, 2.278892956674099",Courbevoie,,FALSE,,48.90310883721567,2.278892956674099,Banlieue,Banlieue
43004,Montreuil - RÃ©publique,OUI,25,20,0,0,0,OUI,OUI,2023-06-05T08:29:57+02:00,"48.85026349463687, 2.4345204234123234",Vincennes,,FALSE,,48.85026349463687,2.4345204234123234,Banlieue,Banlieue
15014,Volontaires - Vaugirard,OUI,34,29,3,2,1,OUI,OUI,2023-06-05T08:30:11+02:00,"48.84132050184004, 2.30808901725357",Paris,,FALSE,,48.84132050184004,2.30808901725357,15ème Ardt,Necker
17110,Legendre - Nollet,OUI,30,28,0,0,0,OUI,OUI,2023-06-05T08:29:45+02:00,"48.887742186754224, 2.320293079881375",Paris,,FALSE,,48.887742186754224,2.320293079881375,17ème Ardt,Batignolles
21207,Verdier - RÃ©publique,OUI,29,28,1,0,1,NON,NON,2023-06-05T08:30:48+02:00,"48.815403766277, 2.31739372015",Montrouge,,FALSE,,48.815403766277,2.31739372015,Banlieue,Banlieue
22404,Pierre Brossolette - 12 FÃ©vrier 1934,OUI,25,11,12,9,3,OUI,OUI,2023-06-05T08:30:25+02:00,"48.8176962416867, 2.3076123744249344",Malakoff,,FALSE,,48.8176962416867,2.3076123744249344,Banlieue,Banlieue
22014,Victor Hugo - Bineau,OUI,25,2,23,14,9,OUI,OUI,2023-06-05T08:28:06+02:00,"48.88758225888669, 2.2783890366554265",Neuilly-sur-Seine,,FALSE,,48.88758225888669,2.2783890366554265,Banlieue,Banlieue
8007,Rome - Provence,OUI,30,6,24,17,7,OUI,OUI,2023-06-05T08:29:01+02:00,"48.874230055580306, 2.325570111724113",Paris,,FALSE,,48.874230055580306,2.325570111724113,8ème Ardt,Madeleine
21027,Fief - RÃ©publique,OUI,25,1,21,18,3,OUI,OUI,2023-06-05T08:30:52+02:00,"48.83170888166024, 2.255771979689598",Boulogne-Billancourt,,FALSE,,48.83170888166024,2.255771979689598,Banlieue,Banlieue
21218,Gabriel PÃ©ri - Place de la LibÃ©ration,OUI,18,7,10,3,7,OUI,OUI,2023-06-05T08:30:32+02:00,"48.819828421929, 2.3117361743705",Montrouge,,FALSE,,48.819828421929,2.3117361743705,Banlieue,Banlieue
15113,Arsonval - FalguiÃ¨re,OUI,25,23,0,0,0,OUI,OUI,2023-06-05T08:28:51+02:00,"48.84040040365445, 2.313117867297474",Paris,,FALSE,,48.84040040365445,2.313117867297474,15ème Ardt,Necker
18101,Championnet.,OUI,22,22,0,0,0,OUI,OUI,2023-06-05T08:29:18+02:00,"48.8953643, 2.3498166",Paris,,FALSE,,48.8953643,2.3498166,18ème Ardt,Clignancourt
13023,Bobillot - Moulin des PrÃ©s,OUI,28,25,3,0,3,OUI,OUI,2023-06-05T08:30:29+02:00,"48.828657346203, 2.353020646317",Paris,,FALSE,,48.828657346203,2.353020646317,13ème Ardt,Maison-Blanche
6028,Quatre Vents - Carrefour de l'OdÃ©on,OUI,37,24,12,10,2,OUI,OUI,2023-06-05T08:30:48+02:00,"48.851751374458864, 2.338161695134053",Paris,,FALSE,,48.851751374458864,2.338161695134053,6ème Ardt,Odéon
19001,CrimÃ©e - Ourcq,OUI,56,53,2,2,0,OUI,OUI,2023-06-05T08:30:00+02:00,"48.894104140316266, 2.372946088467279",Paris,,FALSE,,48.894104140316266,2.372946088467279,19ème Ardt,Pont-de-Flandre
10031,Louis Blanc - Aqueduc,OUI,37,35,1,1,0,OUI,OUI,2023-06-05T08:30:54+02:00,"48.88203018259946, 2.3635615780949593",Paris,,FALSE,,48.88203018259946,2.3635615780949593,10ème Ardt,Saint-Vincent-de-Paul
6005,Montparnasse -  Square Ozanam,OUI,49,34,15,11,4,OUI,OUI,2023-06-05T08:30:22+02:00,"48.843310567822, 2.3265242949128",Paris,,FALSE,,48.843310567822,2.3265242949128,6ème Ardt,Notre-Dame-des-Champs
16033,MarchÃ© d'Auteuil,OUI,32,29,1,1,0,OUI,OUI,2023-06-05T08:30:45+02:00,"48.84842761367387, 2.265253821160005",Paris,,FALSE,,48.84842761367387,2.265253821160005,16ème Ardt,Auteuil
19007,Flandre - Ourcq,OUI,30,28,2,0,2,OUI,OUI,2023-06-05T08:29:11+02:00,"48.89260159189023, 2.3790915682911873",Paris,,FALSE,,48.89260159189023,2.3790915682911873,19ème Ardt,Pont-de-Flandre
11028,Guillaume Bertrand - RÃ©publique,OUI,38,34,2,0,2,OUI,OUI,2023-06-05T08:27:22+02:00,"48.863825174341, 2.380906377155",Paris,,FALSE,,48.863825174341,2.380906377155,11ème Ardt,Saint-Ambroise
11018,Saint-Maur - RÃ©publique,OUI,38,34,2,2,0,OUI,OUI,2023-06-05T08:30:58+02:00,"48.86418586145509, 2.378317415714264",Paris,,FALSE,,48.86418586145509,2.378317415714264,11ème Ardt,Saint-Ambroise
6004,Regard - Rennes,OUI,46,39,5,4,1,OUI,OUI,2023-06-05T08:29:29+02:00,"48.847385404956, 2.3268555477262",Paris,,FALSE,,48.847385404956,2.3268555477262,6ème Ardt,Notre-Dame-des-Champs
19123,Metz - Marne,OUI,33,30,2,2,0,OUI,OUI,2023-06-05T08:30:20+02:00,"48.891163, 2.3865705",Paris,,FALSE,,48.891163,2.3865705,19ème Ardt,Pont-de-Flandre
